Title,Job Link,Job ID,Job Category ID,Company Name,Promotion Text,Location,Experience Required,Deadline,Vacancy,Age,Salary,Published,Additional Requirements,Education,Remuneration Package,Employment Status,Gender
Assistant Project Manager,https://jobs.bdjobs.com/jobdetails/?id=1392568&fcatId=12&ln=1,1392568,12,Resource Development Foundation (RDF),,"Dhaka, Narayanganj, Narsingdi",At least 3 year(s),9 Aug2025,1,At most 45 years,Tk. 45000 (Monthly),04 Aug 2025,"Age At most 45 years; Minimum 03 years NGO experience in the relevant field.; Experience in working with children and youth, TIP, CEFM and CP areas.; Willing to drive motor cycle with valid driving license.; Adequate knowledge of Microsoft Word, Excel, PowerPoint, email, etc.; Excellent spoken and written English language skills.; Willing to travel and work in the most remote Area",Bachelor/Honors; Masters; Masters/Bachelor degree in any other discipline from any recognized university.,Festival Bonus and annual increment as per RDF HR Policy.,Contractual,N/A
"Officer, Client Support",https://jobs.bdjobs.com/jobdetails/?id=1390738&fcatId=12&ln=1,1390738,12,Social Marketing Company,Women are encouraged to apply* SMC is an equal opportunity employer.,Darus Salam,Na,14 Aug2025,1,At most 35 years,Negotiable,04 Aug 2025,"Age At most 35 years; At least 3 years Diploma in Paramedic Course completed from recognized institution; Relevant experience at any NGO/private clinic or hospital will be preferred; Patient counseling, client support and front desk customer management skills; Excellent interpersonal and communication skills; Record keeping and documentation skills; Familiar with operating clinic management software; Excellent computer skills in MS Office application suite",N/A,N/A,Contractual,N/A
"Manager, Technology; Ultra-Poor Graduation (UPG)",https://jobs.bdjobs.com/jobdetails/?id=1392552&fcatId=12&ln=1,1392552,12,BRAC,,Dhaka,At least 3 year(s),14 Aug2025,--,N/A,N/A,04 Aug 2025,"Minimum 3 years of experience in software development, database development, or business analysis.; Software and database development; Technical documentation and analysis; Excellent communication and stakeholder management skills.; Collaboration and adaptability",Bachelor`s Degree in Computer Science and Engineering (CSE)/ Information Technology (IT)/ Electronics and Communication Engineering (ECE) from any recognised university or institution.,,Full Time,N/A
Officer - Communications,https://jobs.bdjobs.com/jobdetails/?id=1392349&fcatId=12&ln=1,1392349,12,SOS Children`s Village International in Bangladesh,,Dhaka,At least 3 year(s),12 Aug2025,--,28 to 35 years,Tk. 40000 - 45000 (Monthly),04 Aug 2025,"Age 28 to 35 years; At least three years’ experience in communication role.; Candidates should have a good command of the English and Bengali (both written and spoken).; Proficiency in Microsoft Office, email, and the internet is necessary and flexible to work in software.; Proficiency in Canva and illustrator.; Editing AV.; Ability to meet deadlines.",Masters; Postgraduate from a Govt. recognized universities.,N/A,Contractual,N/A
Assistant Officer - Corporate Fundraising,https://jobs.bdjobs.com/jobdetails/?id=1392347&fcatId=12&ln=1,1392347,12,SOS Children`s Village International in Bangladesh,,Chattogram,Na,12 Aug2025,--,25 to 35 years,Tk. 30000 (Monthly),04 Aug 2025,"Age 25 to 35 years; At least six months’ experience in the corporate sector.; Ability to produce an analytical report, including best practices for the development of the programme; Candidates should have a good command of the English language (both written and spoken).; Proficiency in Microsoft Office, email, and the internet is necessary and flexible to work in software.; Willingness to travel to remote areas to deal with the community people.; Ability to meet deadlines.",Masters; Postgraduate from a Govt. recognized universities.,N/A,Full Time,N/A
Officer- Digital Fundraising,https://jobs.bdjobs.com/jobdetails/?id=1392351&fcatId=12&ln=1,1392351,12,SOS Children`s Village International in Bangladesh,,Dhaka,At least 3 year(s),12 Aug2025,--,26 to 35 years,Tk. 40000 - 45000 (Monthly),04 Aug 2025,"Age 26 to 35 years; At least three years’ experience in website management.; Candidates should have a good command of the English and Bengali (both written and spoken).; Proficiency in Microsoft Office, email, and the internet is necessary and flexible to work in software.; Proficiency in CRM (Zoho) management and WordPress management.; Ability to meet deadlines.",Masters; Postgraduate from a Govt. recognized universities.,N/A,Contractual,N/A
Project Director - Promotion of Women`s Empowerment and Resilience building (POWER),https://jobs.bdjobs.com/jobdetails/?id=1392304&fcatId=12&ln=1,1392304,12,Save the Children,,Dhaka,At least 8 year(s),12 Aug2025,1,N/A,N/A,04 Aug 2025,"At least 8 years’ experience in the field of livelihoods; skill development related program planning, management, and implementation. Hands on working experience on market system development will add value.; Advanced knowledge of technical skill development and curricula development process is preferable.; Advanced knowledge on youth development process, national stakeholders who are working strongly with youth and government youth policies, priorities and processes, institutions, and networks.; Knowledge on the STEM will be considered as an added value.; Prior experience of delivering comprehensive skill development and livelihoods program, preferably those of Unicef and FCDO;; Experience of working effectively with consortiums and/or leading partnerships with other organizations; Skills in leading livelihood program in terms of planning, implementation, monitoring and evaluation, setting program strategies, developing implementation guidelines, preparing training curriculum, facilitating training courses, and advocating for effective interventions/strategies at the national level.; Experience working with different GOB sectors and ability to navigate through GoB sectoral plan to ensure systematic changes where needed.; Experience with working with different national and multinational privates sector companies.; Proven experience of managing large multi-million-pound budgets and management of risk;; Highly diplomatic and emotionally intelligent with strong oral and written communication skills;; Strong knowledge of the Bangladesh context and priorities in economic empower and livelihoods.","Masters; Master’s Degree, preferably in any discipline of computer science, EEE or relevant discipline",N/A,Contractual,N/A
"Programme Associate, Network and Communication",https://jobs.bdjobs.com/jobdetails/?id=1392384&fcatId=12&ln=1,1392384,12,Centre for Policy Dialogue (CPD),,Dhaka,Na,13 Aug2025,--,N/A,Tk. 35000 (Monthly),04 Aug 2025,"A demonstrated interest in macroeconomic policy, global development issues, and development program communication will be advantageous. The candidate must possess excellent drafting skills in both English and Bangla, strong communication skills, and adequate computer literacy. Previous experience in partner communication, event coordination, digital media, and website management will be considered added advantages. The role requires the ability to work under pressure, with creativity, attention to detail, and a proactive attitude.","The ideal candidate should have a degree in Economics, Development Studies, Journalism or Communication with a minimum CGPA of 3.60 from a reputed university. Candidates with a Master’s degree will be preferred.",,Full Time,N/A
সহকারী ব্যবস্থাপক (নিরীক্ষা),https://jobs.bdjobs.com/jobdetails/?id=1364113&fcatId=12&ln=1,1364113,12,DAK DIYE JAI,,Pirojpur,Na,31 Aug2025,2,At most 40 years,N/A,04 Aug 2025,Age At most 40 years; এমআরএ সনদ প্রাপ্ত ও পিকেএসএফ এর সহযোগী ক্ষুদ্রঋণ প্রতিষ্ঠানে সংশ্লিষ্ট (নিরীক্ষা) কাজে তিন বৎসরের বাস্তব অভিজ্ঞতা থাকতে হবে। সিএ কোর্স সম্পন্নকারীদের অভিজ্ঞতা শিথিলযোগ্য।; নিরীক্ষা প্রতিবেদন লিখায় দক্ষ হতে হবে;; বৈধ ড্রাইভিং লাইসেন্স সহ মটরসাইকেল চালনায় পারদর্শীদের অগ্রাধিকার দেওয়া হবে;; মাইক্রোসফট্ অফিস প্রোগ্রামে কাজ করার ও ই-মেইল যোগাযোগের ক্ষেত্রে দক্ষতা থাকতে হবে;; উপকূলীয় এলাকায় কাজ করার ও নিয়মিত মাঠ পরিদর্শনের মানসিকতা থাকতে হবে।,Master of Commerce (MCom) in Accounting; হিসাববিজ্ঞান বিষয়ে স্নাতকোত্তর ডিগ্রীধারী হতে হবে;; সিএ কোর্স সম্পন্নকারীদের অগ্রাধিকার দেওয়া হবে।,,Full Time,N/A
Intern - Logistics,https://jobs.bdjobs.com/jobdetails/?id=1392400&fcatId=12&ln=1,1392400,12,Action Contre la Faim (ACF),N/A,Dhaka,Na,9 Aug2025,1,At least 18 years,Tk. 10000 - 20000 (Monthly),03 Aug 2025,Age At least 18 years,"Bachelor of Business Administration (BBA); Bachelor Degree in Business Administration, Archive Management, Logistics or a similar subject.",N/A,Internship,N/A
অভ্যন্তরীণ নিরীক্ষক,https://jobs.bdjobs.com/jobdetails/?id=1392317&fcatId=12&ln=1,1392317,12,Development Organisation of the Rural Poor - DORP,N/A,Dhaka,At least 5 year(s),15 Aug2025,1,At most 45 years,N/A,03 Aug 2025,Age At most 45 years; অভিজ্ঞতা: পিকেএসএফ এবং ব্যাংকের ঋণ সহায়তায় ক্ষুদ্রঋণ পরিচালনাকারী জাতীয় পর্যায়ের প্রতিষ্ঠানে নিরীক্ষক পদে কাজ করার কমপক্ষে ০৫ বছরের বাস্তব অভিজ্ঞতা থাকতে হবে।,"Master of Commerce (MCom); শিক্ষাগত যোগ্যতা: এম.কম অথবা এমবিএ (একাউন্টিং, ফাইন্যান্স, ম্যানেজমেন্ট, ইকোনোমিক্স বিষয়ে)।","বেতন: ৫০,০৬৩ (পঞ্চাশ হাজার তেষট্টি) টাকা এবং সংস্থার নিয়ম অনুযায়ী অন্যান্য ভাতাদি প্রাপ্য হবেন।",Full Time,N/A
